country_of_origin,Continent,Category,Rating
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
"Tanzania, United Republic Of",Africa,cupper_points,7.75
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.58
Guatemala,Americas,cupper_points,7.42
Mexico,North America,cupper_points,7.5
El Salvador,Americas,cupper_points,7.25
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.67
Indonesia,Asia,cupper_points,7.58
Guatemala,Americas,cupper_points,7.67
Taiwan,Asia,cupper_points,7.67
El Salvador,Americas,cupper_points,7.67
Costa Rica,Americas,cupper_points,7.67
Honduras,Americas,cupper_points,7.67
Brazil,Americas,cupper_points,7.5
China,Asia,cupper_points,7.58
China,Asia,cupper_points,7.5
Colombia,Americas,cupper_points,7.5
Malawi,Africa,cupper_points,7.67
Guatemala,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.67
United States (Hawaii),North America,cupper_points,7.42
United States (Hawaii),North America,cupper_points,7.75
Colombia,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.67
Mexico,North America,cupper_points,8.08
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.42
United States (Hawaii),North America,cupper_points,7.75
Panama,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.42
Brazil,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.5
Laos,Asia,cupper_points,7.58
El Salvador,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.75
Colombia,Americas,cupper_points,7.42
Brazil,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.58
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Taiwan,Asia,cupper_points,7.08
Mexico,North America,cupper_points,7.58
Uganda,Africa,cupper_points,7.5
Taiwan,Asia,cupper_points,7.5
Thailand,Asia,cupper_points,7.5
Colombia,Americas,cupper_points,7.42
El Salvador,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.5
Thailand,Asia,cupper_points,7.58
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.58
Colombia,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.58
Mexico,North America,cupper_points,7.08
Colombia,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.5
Taiwan,Asia,cupper_points,7.5
Brazil,Americas,cupper_points,7.5
Taiwan,Asia,cupper_points,10
Brazil,Americas,cupper_points,8
Indonesia,Asia,cupper_points,7.5
Thailand,Asia,cupper_points,7.5
Thailand,Asia,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.5
Uganda,Africa,cupper_points,7.42
Costa Rica,Americas,cupper_points,7.58
Mexico,North America,cupper_points,7.58
Guatemala,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.42
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.5
Colombia,Americas,cupper_points,7.67
Brazil,Americas,cupper_points,7.42
Brazil,Americas,cupper_points,7.42
Indonesia,Asia,cupper_points,7.42
Honduras,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.5
Thailand,Asia,cupper_points,7.83
Thailand,Asia,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Mexico,North America,cupper_points,7.58
Brazil,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.33
Colombia,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.5
Guatemala,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.58
Guatemala,Americas,cupper_points,7.33
Honduras,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,8.08
China,Asia,cupper_points,7.58
Brazil,Americas,cupper_points,8
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Brazil,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.58
Brazil,Americas,cupper_points,7.42
Peru,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,8.17
Mexico,North America,cupper_points,7.5
Honduras,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.42
Mexico,North America,cupper_points,7.42
Mexico,North America,cupper_points,7.42
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.5
Colombia,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.5
Honduras,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.67
Brazil,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.5
Costa Rica,Americas,cupper_points,7.5
Costa Rica,Americas,cupper_points,7.33
China,Asia,cupper_points,7.5
Brazil,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.42
Malawi,Africa,cupper_points,7.58
Brazil,Americas,cupper_points,8
Guatemala,Americas,cupper_points,7.42
Mexico,North America,cupper_points,7.5
Colombia,Americas,cupper_points,7.5
Taiwan,Asia,cupper_points,7.33
Taiwan,Asia,cupper_points,7.33
Guatemala,Americas,cupper_points,7.25
Colombia,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.42
Costa Rica,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7
Guatemala,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.42
Mexico,North America,cupper_points,7.83
Brazil,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.33
Brazil,Americas,cupper_points,7.5
Taiwan,Asia,cupper_points,10
Guatemala,Americas,cupper_points,7.33
Brazil,Americas,cupper_points,7.67
El Salvador,Americas,cupper_points,7.58
Honduras,Americas,cupper_points,7.33
Malawi,Africa,cupper_points,7.42
Brazil,Americas,cupper_points,7.42
Taiwan,Asia,cupper_points,7.25
Mexico,North America,cupper_points,7.42
United States (Hawaii),North America,cupper_points,7.42
Mexico,North America,cupper_points,7.58
Guatemala,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.33
Mexico,North America,cupper_points,7.33
El Salvador,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.42
Mexico,North America,cupper_points,7.42
Colombia,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.5
Honduras,Americas,cupper_points,7.58
Nicaragua,Americas,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Brazil,Americas,cupper_points,7.58
Thailand,Asia,cupper_points,7.5
Honduras,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.42
Brazil,Americas,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.25
Mexico,North America,cupper_points,7.33
Mexico,North America,cupper_points,7.5
Taiwan,Asia,cupper_points,7.17
Taiwan,Asia,cupper_points,7.58
Colombia,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.67
Guatemala,Americas,cupper_points,7.17
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.58
Colombia,Americas,cupper_points,7.42
Indonesia,Asia,cupper_points,7.33
Colombia,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.25
Costa Rica,Americas,cupper_points,7.67
"Tanzania, United Republic Of",Africa,cupper_points,7.42
"Tanzania, United Republic Of",Africa,cupper_points,7.5
Colombia,Americas,cupper_points,7.25
Costa Rica,Americas,cupper_points,7.33
United States (Hawaii),North America,cupper_points,7.5
Mexico,North America,cupper_points,7.42
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.33
Vietnam,Asia,cupper_points,7.42
Mexico,North America,cupper_points,7.33
United States (Hawaii),North America,cupper_points,7.42
Colombia,Americas,cupper_points,7.17
Honduras,Americas,cupper_points,7.42
Honduras,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.42
Laos,Asia,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.5
Malawi,Africa,cupper_points,7.33
Taiwan,Asia,cupper_points,7.75
Thailand,Asia,cupper_points,7.33
Costa Rica,Americas,cupper_points,7.33
Honduras,Americas,cupper_points,7.17
Colombia,Americas,cupper_points,7.17
Taiwan,Asia,cupper_points,7.42
Brazil,Americas,cupper_points,7.67
Mexico,North America,cupper_points,7.42
Brazil,Americas,cupper_points,7.42
Brazil,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.17
Brazil,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,8
Guatemala,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.42
Honduras,Americas,cupper_points,7.33
Brazil,Americas,cupper_points,7.5
El Salvador,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.25
"Tanzania, United Republic Of",Africa,cupper_points,7.42
Nicaragua,Americas,cupper_points,7.33
Zambia,Africa,cupper_points,7.25
Honduras,Americas,cupper_points,7.42
Taiwan,Asia,cupper_points,7.25
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.42
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.33
Brazil,Americas,cupper_points,7.33
Colombia,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.42
Costa Rica,Americas,cupper_points,7.33
Brazil,Americas,cupper_points,7.33
Indonesia,Asia,cupper_points,5.17
Guatemala,Americas,cupper_points,7.17
Brazil,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,8.25
Myanmar,Asia,cupper_points,7.33
Mexico,North America,cupper_points,7.42
Honduras,Americas,cupper_points,7.33
Costa Rica,Americas,cupper_points,7.42
Taiwan,Asia,cupper_points,7.33
Indonesia,Asia,cupper_points,7.42
Malawi,Africa,cupper_points,7.42
Brazil,Americas,cupper_points,7.33
Honduras,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.5
Colombia,Americas,cupper_points,7.33
United States (Hawaii),North America,cupper_points,8
Brazil,Americas,cupper_points,7.83
Guatemala,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.42
Brazil,Americas,cupper_points,7.33
Colombia,Americas,cupper_points,7.33
United States (Hawaii),North America,cupper_points,7.33
Guatemala,Americas,cupper_points,7.33
Vietnam,Asia,cupper_points,8
"Tanzania, United Republic Of",Africa,cupper_points,7.42
Brazil,Americas,cupper_points,7.25
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.33
Mexico,North America,cupper_points,7.33
Colombia,Americas,cupper_points,7.17
Colombia,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.25
Guatemala,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.33
Honduras,Americas,cupper_points,7.25
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Nicaragua,Americas,cupper_points,7.33
Colombia,Americas,cupper_points,7.67
Brazil,Americas,cupper_points,7.25
"Tanzania, United Republic Of",Africa,cupper_points,7.33
"Tanzania, United Republic Of",Africa,cupper_points,7.5
Brazil,Americas,cupper_points,7.33
Indonesia,Asia,cupper_points,7.58
Honduras,Americas,cupper_points,7.5
Costa Rica,Americas,cupper_points,8.08
Mexico,North America,cupper_points,7.42
Taiwan,Asia,cupper_points,7.25
Taiwan,Asia,cupper_points,7.25
Mexico,North America,cupper_points,7.42
Guatemala,Americas,cupper_points,7.17
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.08
Mexico,North America,cupper_points,7.17
Mexico,North America,cupper_points,7.42
Mexico,North America,cupper_points,7.67
United States (Hawaii),North America,cupper_points,7.25
Honduras,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.42
Taiwan,Asia,cupper_points,7.25
Costa Rica,Americas,cupper_points,7.25
"Tanzania, United Republic Of",Africa,cupper_points,7.25
Malawi,Africa,cupper_points,7.33
Taiwan,Asia,cupper_points,7
Brazil,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.17
Mexico,North America,cupper_points,7.33
Mexico,North America,cupper_points,7.33
Mexico,North America,cupper_points,7.67
Thailand,Asia,cupper_points,7.33
Thailand,Asia,cupper_points,7.33
Costa Rica,Americas,cupper_points,7.25
Guatemala,Americas,cupper_points,7.58
Nicaragua,Americas,cupper_points,7.33
Honduras,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.33
Taiwan,Asia,cupper_points,7.33
Myanmar,Asia,cupper_points,7.42
Costa Rica,Americas,cupper_points,7.33
Malawi,Africa,cupper_points,7.33
Guatemala,Americas,cupper_points,7.17
Taiwan,Asia,cupper_points,7.5
Brazil,Americas,cupper_points,7.75
Haiti,Americas,cupper_points,7.33
Taiwan,Asia,cupper_points,7.42
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.17
Mexico,North America,cupper_points,7.08
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.5
Mexico,North America,cupper_points,7.42
Indonesia,Asia,cupper_points,7.17
Brazil,Americas,cupper_points,7.17
Guatemala,Americas,cupper_points,7.42
Colombia,Americas,cupper_points,7.33
United States (Hawaii),North America,cupper_points,7.33
Mexico,North America,cupper_points,7.25
Guatemala,Americas,cupper_points,7.42
Brazil,Americas,cupper_points,7.5
Honduras,Americas,cupper_points,7.25
Taiwan,Asia,cupper_points,7.08
Malawi,Africa,cupper_points,7.42
Brazil,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.08
Mexico,North America,cupper_points,7.33
Peru,Americas,cupper_points,7.25
Guatemala,Americas,cupper_points,7.08
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.25
Colombia,Americas,cupper_points,7.17
Colombia,Americas,cupper_points,7.33
United States (Hawaii),North America,cupper_points,6.92
Colombia,Americas,cupper_points,7.25
Honduras,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.17
Brazil,Americas,cupper_points,7.33
Honduras,Americas,cupper_points,7.42
Brazil,Americas,cupper_points,7.42
Philippines,Asia,cupper_points,7.33
Malawi,Africa,cupper_points,7.25
Honduras,Americas,cupper_points,7.33
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.25
Brazil,Americas,cupper_points,7.58
Taiwan,Asia,cupper_points,5.25
Brazil,Americas,cupper_points,7.33
Nicaragua,Americas,cupper_points,7.5
Honduras,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.33
"Tanzania, United Republic Of",Africa,cupper_points,7.42
Taiwan,Asia,cupper_points,7.25
Guatemala,Americas,cupper_points,7.08
Mexico,North America,cupper_points,7.5
Nicaragua,Americas,cupper_points,7.25
"Tanzania, United Republic Of",Africa,cupper_points,7.17
Mexico,North America,cupper_points,7.17
Costa Rica,Americas,cupper_points,7.42
Honduras,Americas,cupper_points,7.33
Thailand,Asia,cupper_points,7.42
Philippines,Asia,cupper_points,7.25
"Tanzania, United Republic Of",Africa,cupper_points,7.33
Malawi,Africa,cupper_points,7.25
Costa Rica,Americas,cupper_points,7.25
Brazil,Americas,cupper_points,7.17
Mexico,North America,cupper_points,7.08
Guatemala,Americas,cupper_points,7.25
Brazil,Americas,cupper_points,7.08
United States (Hawaii),North America,cupper_points,7.75
Ethiopia,Africa,cupper_points,7.25
Brazil,Americas,cupper_points,7.33
Nicaragua,Americas,cupper_points,7
United States,North America,cupper_points,7.17
"Tanzania, United Republic Of",Africa,cupper_points,7.17
Costa Rica,Americas,cupper_points,7.17
United States (Puerto Rico),North America,cupper_points,8.5
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.08
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.25
United States (Hawaii),North America,cupper_points,7.33
Brazil,Americas,cupper_points,7.33
El Salvador,Americas,cupper_points,7.25
Brazil,Americas,cupper_points,7.17
Guatemala,Americas,cupper_points,7.25
Colombia,Americas,cupper_points,7.75
Guatemala,Americas,cupper_points,7.25
Taiwan,Asia,cupper_points,7.33
Honduras,Americas,cupper_points,7.33
Brazil,Americas,cupper_points,7.75
"Tanzania, United Republic Of",Africa,cupper_points,7.33
Uganda,Africa,cupper_points,7.42
Taiwan,Asia,cupper_points,7.25
Thailand,Asia,cupper_points,7.17
Mexico,North America,cupper_points,7.25
Mexico,North America,cupper_points,7.5
Taiwan,Asia,cupper_points,7.25
Guatemala,Americas,cupper_points,7.5
Kenya,Africa,cupper_points,5.42
Mexico,North America,cupper_points,7.33
Myanmar,Asia,cupper_points,7.42
United States (Hawaii),North America,cupper_points,7.25
"Tanzania, United Republic Of",Africa,cupper_points,7.25
Brazil,Americas,cupper_points,7.25
Taiwan,Asia,cupper_points,6.75
Brazil,Americas,cupper_points,7.33
Nicaragua,Americas,cupper_points,7.33
Guatemala,Americas,cupper_points,7.08
Taiwan,Asia,cupper_points,7.25
Taiwan,Asia,cupper_points,7.17
Taiwan,Asia,cupper_points,7.25
Mexico,North America,cupper_points,7
Thailand,Asia,cupper_points,6.83
Laos,Asia,cupper_points,7.33
Guatemala,Americas,cupper_points,7.08
Mexico,North America,cupper_points,7.33
Mexico,North America,cupper_points,7.17
Mexico,North America,cupper_points,7.25
United States (Hawaii),North America,cupper_points,7
Colombia,Americas,cupper_points,7.33
